Invoice ID,Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross income,Rating
672-51-8681,C,Member,Female,Electronic accessories,66.65,9,29.9925,629.8425,1/4/2019,18:19,Credit card,565.65855,34.19145,9.7
263-87-5680,C,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,3/18/2019,17:38,Ewallet,271.8909,13.4091,7.8
573-58-9734,B,Normal,Female,Fashion accessories,30.37,3,4.5555,95.6655,3/28/2019,13:41,Ewallet,85.73451,5.37549,5.1
817-69-8206,B,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485,3/2/2019,19:42,Credit card,846.40851,51.16149,6.5
888-02-0338,A,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,1/25/2019,20:24,Ewallet,222.61401,13.45599,5.9
677-11-0152,C,Normal,Female,Food and beverages,93.26,9,41.967,881.307,1/16/2019,18:08,Cash,826.7499,12.5901,8.8
142-63-6033,B,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,3/20/2019,19:17,Ewallet,440.0954,21.7046,4.9
656-16-1063,B,Normal,Male,Sports and travel,46.42,3,6.963,146.223,1/4/2019,13:24,Credit card,137.58888,1.67112,4.4
891-58-8335,B,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,3/11/2019,15:53,Cash,204.78276,2.48724,6.5
802-43-8934,A,Normal,Male,Home and lifestyle,18.28,1,0.914,19.194,3/22/2019,15:05,Credit card,17.42084,0.85916,8.3
560-30-5617,B,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,3/24/2019,18:27,Cash,122.3638,1.4862,8.5
319-74-2561,A,Member,Female,Electronic accessories,94.64,3,14.196,298.116,2/21/2019,16:55,Cash,267.73656,16.18344,5.5
549-03-9315,B,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,2/12/2019,12:58,Ewallet,714.18136,44.77864,8.7
790-29-1172,B,Normal,Female,Food and beverages,57.34,3,8.601,180.621,3/10/2019,18:59,Credit card,169.4397,2.5803,7.9
239-36-3640,B,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,1/31/2019,13:44,Ewallet,256.5903,15.5097,6.1
468-01-2051,B,Normal,Male,Food and beverages,62.08,7,21.728,456.288,3/6/2019,13:46,Ewallet,428.0416,6.5184,5.4
389-25-3394,C,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,2/17/2019,18:06,Cash,55.68415,3.36585,9.4
279-62-1445,C,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2/21/2019,12:38,Cash,11.80014,0.73986,8.2
213-72-6612,A,Normal,Male,Food and beverages,43.25,2,4.325,90.825,3/20/2019,15:56,Cash,85.2025,1.2975,6.2
746-68-6593,C,Member,Female,Sports and travel,87.16,2,8.716,183.036,1/11/2019,14:29,Credit card,172.22816,2.09184,9.7
836-82-5858,B,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,1/26/2019,19:14,Ewallet,566.26731,58.06269,4
583-72-1480,C,Member,Male,Electronic accessories,37.06,4,7.412,155.652,1/31/2019,16:24,Ewallet,139.79032,8.44968,9.7
466-61-5506,B,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2/26/2019,10:52,Cash,513.1806,31.0194,5.3
721-86-6247,A,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,3/11/2019,12:55,Ewallet,483.51408,23.84592,7.4
289-65-5721,B,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,1/26/2019,19:28,Cash,153.13834,9.60166,6.5
545-46-3100,B,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,3/12/2019,13:52,Credit card,29.95911,1.81089,8.7
418-02-5978,B,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,2/11/2019,10:54,Cash,686.42667,70.38333,8
269-04-5750,B,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2/21/2019,18:31,Cash,277.85848,17.42152,6.7
157-13-5295,A,Member,Male,Health and beauty,51.94,10,25.97,545.37,3/9/2019,18:24,Ewallet,471.0958,48.3042,6.5
645-78-8093,A,Normal,Female,Sports and travel,93.14,2,9.314,195.594,1/20/2019,18:09,Ewallet,184.04464,2.23536,4.1
211-30-9270,C,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,1/28/2019,15:16,Credit card,78.95435,8.09565,4.9
755-12-3214,C,Member,Female,Fashion accessories,44.22,5,11.055,232.155,3/5/2019,17:07,Credit card,208.0551,13.0449,8.6
346-84-3103,B,Member,Female,Electronic accessories,13.22,5,3.305,69.405,3/2/2019,19:26,Cash,62.3323,3.7677,4.3
478-06-7835,A,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,1/11/2019,11:20,Ewallet,84.39829,5.29171,4.9
540-11-4336,A,Normal,Male,Food and beverages,24.94,9,11.223,235.683,1/11/2019,16:49,Credit card,221.0931,3.3669,5.6
448-81-5016,A,Normal,Male,Health and beauty,59.77,2,5.977,125.517,3/11/2019,12:01,Credit card,108.42278,11.11722,5.8
142-72-4741,C,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2/28/2019,18:37,Credit card,175.4024,10.9976,6
217-58-1179,A,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,1/5/2019,11:25,Cash,238.8218,11.7782,4.2
376-02-8238,B,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2/2/2019,18:42,Credit card,715.66488,35.29512,8.3
530-90-9855,A,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,1/1/2019,14:47,Cash,362.82616,17.89384,5.7
866-05-7563,B,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2/9/2019,19:43,Cash,230.2806,13.9194,4.8
604-70-6476,A,Member,Male,Fashion accessories,17.94,5,4.485,94.185,1/23/2019,14:04,Ewallet,84.4077,5.2923,6.8
799-71-1548,A,Member,Male,Electronic accessories,77.72,4,15.544,326.424,1/7/2019,16:11,Credit card,293.15984,17.72016,8.8
785-13-7708,B,Normal,Male,Food and beverages,73.06,7,25.571,536.991,1/14/2019,19:06,Credit card,503.7487,7.6713,4.2
845-51-0542,B,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2/2/2019,15:34,Ewallet,412.66575,6.28425,6.4
662-47-5456,C,Member,Male,Fashion accessories,35.19,10,17.595,369.495,3/17/2019,19:06,Credit card,331.1379,20.7621,8.4
883-17-4236,C,Normal,Female,Sports and travel,14.39,2,1.439,30.219,3/2/2019,19:44,Credit card,28.43464,0.34536,7.2
290-68-2984,A,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,3/16/2019,11:22,Cash,90.535,4.465,5.2
704-11-6354,A,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,1/6/2019,11:23,Cash,449.0536,22.1464,8.9
110-48-7033,B,Member,Male,Fashion accessories,32.62,4,6.524,137.004,1/29/2019,14:12,Cash,122.78168,7.69832,9
366-93-0948,A,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,1/31/2019,10:46,Credit card,62.56805,3.78195,9.7
729-09-9681,A,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,2/5/2019,10:16,Ewallet,148.15338,7.30662,8.7
151-16-1484,A,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2/13/2019,12:38,Ewallet,121.647,7.353,6.5
380-94-4661,C,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2/7/2019,13:05,Credit card,248.72568,15.03432,6.9
850-41-9669,A,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,3/19/2019,13:25,Ewallet,637.03422,38.50578,6.2
821-07-3596,C,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,3/7/2019,14:53,Ewallet,61.9178,3.8822,5.6
655-85-5130,B,Member,Female,Fashion accessories,38.3,4,7.66,160.86,3/13/2019,19:22,Cash,144.1612,9.0388,5.7
447-15-7839,A,Member,Female,Sports and travel,22.24,10,11.12,233.52,2/9/2019,11:00,Cash,219.7312,2.6688,4.2
154-74-7179,B,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2/26/2019,19:24,Ewallet,53.7966,0.6534,7.9
253-12-6086,A,Member,Female,Sports and travel,98.4,7,34.44,723.24,3/12/2019,12:43,Credit card,680.5344,8.2656,8.7
808-65-0703,C,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,3/14/2019,17:22,Credit card,135.21164,6.66836,6.9
571-94-0759,B,Member,Female,Food and beverages,74.6,10,37.3,783.3,1/8/2019,20:55,Cash,734.81,11.19,9.5
144-51-6085,A,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,1/5/2019,16:05,Credit card,269.66088,13.29912,4.4
731-14-2199,A,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,1/4/2019,13:34,Ewallet,338.6962,16.7038,7
783-09-1637,B,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,3/6/2019,18:13,Ewallet,333.1042,4.0458,6.3
687-15-1097,C,Member,Female,Health and beauty,21.12,2,2.112,44.352,1/3/2019,19:17,Cash,38.31168,3.92832,9.7
126-54-1082,A,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,1/7/2019,11:44,Credit card,184.74858,9.11142,8.8
633-91-1052,A,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,1/27/2019,15:51,Cash,22.92918,1.13082,5.1
477-24-6490,B,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2/26/2019,16:52,Ewallet,542.62182,55.63818,7.9
566-19-5475,B,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,1/7/2019,20:52,Cash,315.97839,19.81161,6.2
526-86-8552,C,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,1/7/2019,17:36,Cash,207.9446,10.2554,7.1
376-56-3573,C,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2/2/2019,13:23,Ewallet,359.16088,22.51912,6.4
537-72-0426,C,Member,Male,Fashion accessories,70.99,10,35.495,745.395,3/20/2019,16:28,Cash,668.0159,41.8841,5.7
828-61-5674,A,Member,Male,Sports and travel,44.02,10,22.01,462.21,3/20/2019,19:57,Credit card,434.9176,5.2824,9.6
136-08-6195,A,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2/15/2019,17:01,Credit card,533.37504,26.30496,6.4
523-38-0215,C,Normal,Male,Home and lifestyle,37,1,1.85,38.85,3/6/2019,13:29,Credit card,35.261,1.739,7.9
490-29-1201,A,Normal,Female,Sports and travel,15.34,1,0.767,16.107,1/6/2019,11:09,Cash,15.15592,0.18408,6.5
667-92-0055,A,Member,Male,Health and beauty,99.83,6,29.949,628.929,3/4/2019,15:02,Ewallet,543.27486,55.70514,8.5
565-17-3836,A,Member,Female,Health and beauty,47.67,4,9.534,200.214,3/12/2019,14:21,Cash,172.94676,17.73324,9.1
498-41-1961,B,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2/20/2019,18:01,Cash,302.3938,31.0062,7.6
593-95-4461,C,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,3/24/2019,14:49,Cash,71.34158,3.51842,6.9
226-71-3580,C,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,1/31/2019,12:02,Cash,211.185,2.565,9.5
283-79-9594,B,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,1/25/2019,13:30,Credit card,334.47645,5.09355,5.2
430-60-3493,A,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,2/3/2019,14:38,Cash,632.94448,31.21552,4.2
139-20-0155,B,Member,Male,Electronic accessories,40.3,10,20.15,423.15,1/24/2019,17:37,Credit card,380.029,22.971,7
558-80-4082,C,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,3/14/2019,17:20,Ewallet,183.83785,11.11215,6
278-97-7759,A,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2/18/2019,20:29,Cash,58.91864,3.56136,4.7
316-68-6352,A,Member,Female,Food and beverages,36.36,2,3.636,76.356,1/21/2019,10:00,Cash,71.6292,1.0908,7.1
585-03-5943,B,Normal,Male,Health and beauty,18.11,10,9.055,190.155,3/13/2019,11:46,Ewallet,164.2577,16.8423,5.9
211-05-0490,C,Member,Female,Electronic accessories,51.92,5,12.98,272.58,3/3/2019,13:42,Cash,244.8028,14.7972,7.5
727-75-6477,C,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,3/29/2019,14:44,Cash,108.78448,6.57552,6.4
744-02-5987,A,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,1/10/2019,14:16,Ewallet,448.17684,22.10316,5.8
307-83-9164,A,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,1/25/2019,15:54,Cash,228.75812,11.28188,4.5
779-06-0012,C,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,1/19/2019,10:21,Cash,84.44533,4.16467,7.7
446-47-6729,C,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,1/2/2019,18:09,Credit card,187.86124,11.77876,6.7
573-10-3877,B,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,3/12/2019,16:46,Credit card,35.38207,3.62793,4.7
735-06-4124,C,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2/25/2019,15:31,Cash,47.88085,0.72915,4.4
439-54-7422,A,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,3/18/2019,17:15,Credit card,193.08868,11.67132,4.7
396-90-2219,B,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2/23/2019,12:29,Cash,112.85824,6.82176,8.6
411-77-0180,A,Member,Male,Electronic accessories,72.2,7,25.27,530.67,3/26/2019,20:14,Ewallet,476.5922,28.8078,4.3
286-01-5402,A,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,3/30/2019,13:22,Cash,278.23068,3.37932,9.6
803-17-8013,A,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2/17/2019,17:09,Cash,676.93496,33.38504,4.1
512-98-1403,A,Member,Female,Electronic accessories,26.48,3,3.972,83.412,3/21/2019,10:40,Ewallet,74.91192,4.52808,4.7
848-42-2560,A,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,3/5/2019,17:43,Cash,154.15462,9.66538,7.8
532-59-7201,B,Member,Male,Sports and travel,79.93,6,23.979,503.559,1/31/2019,14:04,Cash,473.82504,5.75496,5.5
181-94-6432,C,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2/5/2019,19:05,Ewallet,130.47906,8.18094,9.7
870-76-1733,A,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,2/1/2019,10:08,Credit card,70.08275,1.06725,4.4
423-64-4619,A,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,3/7/2019,13:12,Cash,126.93465,13.01535,5
227-07-4446,C,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2/10/2019,20:51,Cash,736.7659,44.5341,4.4
174-36-3675,C,Member,Male,Food and beverages,99.37,2,9.937,208.677,2/14/2019,17:29,Cash,195.7589,2.9811,5.2
428-83-5800,C,Member,Female,Food and beverages,21.08,3,3.162,66.402,2/9/2019,10:25,Cash,62.2914,0.9486,7.3
603-07-0961,C,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,1/10/2019,11:34,Cash,352.63485,21.31515,4.9
704-20-4138,C,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,3/11/2019,18:58,Credit card,188.37483,19.31517,8.1
787-15-1757,C,Member,Male,Health and beauty,44.07,4,8.814,185.094,2/18/2019,16:28,Ewallet,159.88596,16.39404,8.4
649-11-3678,C,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2/26/2019,20:26,Cash,203.27445,3.09555,5.5
622-20-1945,C,Normal,Female,Health and beauty,39.42,1,1.971,41.391,1/18/2019,15:08,Cash,35.75394,3.66606,8.4
372-94-8041,A,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2/15/2019,18:03,Ewallet,83.04492,8.51508,9.8
563-91-7120,A,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,3/8/2019,13:21,Cash,290.62785,18.22215,6.7
746-54-5508,A,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,1/17/2019,12:48,Credit card,123.05136,6.06864,9.4
276-54-0879,B,Normal,Male,Sports and travel,97.74,4,19.548,410.508,3/12/2019,19:53,Ewallet,386.26848,4.69152,6.4
815-11-1168,A,Member,Male,Food and beverages,99.78,5,24.945,523.845,3/9/2019,19:09,Cash,491.4165,7.4835,5.4
719-76-3868,C,Member,Male,Food and beverages,94.26,4,18.852,395.892,3/12/2019,16:30,Cash,371.3844,5.6556,8.6
730-61-8757,B,Member,Male,Health and beauty,51.13,4,10.226,214.746,1/25/2019,10:11,Credit card,185.49964,19.02036,4
340-66-0321,A,Member,Male,Electronic accessories,36.36,4,7.272,152.712,3/25/2019,13:07,Cash,137.14992,8.29008,7.6
868-81-1752,B,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,2/7/2019,18:48,Cash,188.86554,9.31446,6.8
634-97-8956,A,Normal,Male,Food and beverages,32.9,3,4.935,103.635,2/17/2019,17:27,Credit card,97.2195,1.4805,9.1
566-71-1091,A,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,2/3/2019,15:59,Cash,362.3791,22.7209,5.5
442-48-3607,A,Member,Male,Food and beverages,23.48,2,2.348,49.308,3/14/2019,11:21,Credit card,46.2556,0.7044,7.9
835-16-0096,C,Member,Male,Sports and travel,14.7,5,3.675,77.175,3/24/2019,13:48,Ewallet,72.618,0.882,8.5
527-09-6272,A,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,3/21/2019,10:17,Credit card,134.14175,8.10825,9.1
898-04-2717,A,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,3/19/2019,15:49,Ewallet,647.0316,40.5684,7.5
692-27-8933,B,Normal,Female,Sports and travel,57.95,6,17.385,365.085,2/24/2019,13:02,Cash,343.5276,4.1724,5.2
633-09-3463,C,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,3/28/2019,12:58,Credit card,134.80185,8.14815,9.5
374-17-3652,B,Member,Female,Food and beverages,42.82,9,19.269,404.649,2/5/2019,15:26,Credit card,379.5993,5.7807,8.9
378-07-7001,B,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,2/10/2019,18:23,Credit card,136.04661,8.22339,7.8
433-75-6987,B,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,3/5/2019,19:06,Ewallet,355.35353,36.43647,8.9
873-95-4984,B,Member,Female,Health and beauty,76.9,7,26.915,565.215,2/15/2019,20:21,Cash,488.2381,50.0619,7.7
416-13-5917,C,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,1/30/2019,16:24,Ewallet,477.87275,7.27725,9.3
150-89-8043,A,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,2/14/2019,15:04,Cash,132.3426,1.6074,6.2
135-84-8019,A,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,2/27/2019,16:10,Ewallet,659.98917,41.38083,7.6
441-94-7118,A,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,2/4/2019,12:14,Cash,67.84885,4.10115,7.3
725-96-3778,C,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,1/20/2019,10:13,Cash,680.442,33.558,4.7
531-80-1784,A,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,3/28/2019,17:38,Cash,171.75802,10.38198,5.1
400-45-1220,B,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2/27/2019,11:06,Credit card,122.445,12.555,4.8
860-79-0874,C,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2/15/2019,14:53,Credit card,934.413,58.587,6.6
834-61-8124,A,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,1/26/2019,18:22,Cash,341.20569,20.62431,5.5
115-99-4379,B,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,3/14/2019,19:02,Credit card,360.50651,22.60349,8.5
565-67-6697,B,Member,Male,Home and lifestyle,27,9,12.15,255.15,3/2/2019,14:16,Cash,231.579,11.421,4.8
320-49-6392,C,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,3/4/2019,15:44,Cash,28.51632,1.72368,8.4
889-04-9723,B,Member,Female,Food and beverages,89.14,4,17.828,374.388,1/7/2019,12:20,Credit card,351.2116,5.3484,7.8
632-90-0281,C,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,3/8/2019,20:01,Credit card,353.3455,22.1545,9.3
554-42-2417,C,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,1/9/2019,13:45,Cash,942.9472,11.4528,5.2
453-63-6187,B,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,3/1/2019,15:40,Ewallet,77.7975,4.7025,6.5
578-80-7669,B,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,3/16/2019,16:58,Cash,74.07036,0.89964,5.6
612-36-5536,A,Member,Male,Food and beverages,80.96,8,32.384,680.064,2/17/2019,11:12,Credit card,637.9648,9.7152,7.4
605-72-4132,C,Normal,Female,Food and beverages,94.47,8,37.788,793.548,2/27/2019,15:12,Cash,744.4236,11.3364,9.1
471-41-2823,C,Normal,Male,Food and beverages,99.79,2,9.979,209.559,3/7/2019,20:37,Ewallet,196.5863,2.9937,8
462-67-9126,A,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,1/21/2019,17:44,Cash,418.67196,20.64804,7.2
272-27-9238,C,Normal,Female,Food and beverages,41.24,4,8.248,173.208,2/19/2019,16:23,Cash,162.4856,2.4744,7.1
834-25-9262,C,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,1/6/2019,12:12,Cash,307.44352,19.27648,9.1
122-61-9553,C,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,3/14/2019,19:33,Cash,435.55284,26.32716,5.6
468-88-0009,A,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,3/24/2019,10:29,Cash,251.36328,12.39672,6
613-59-9758,C,Normal,Female,Sports and travel,14.36,10,7.18,150.78,1/27/2019,14:28,Cash,141.8768,1.7232,5.4
254-31-0042,A,Member,Male,Electronic accessories,21.5,9,9.675,203.175,3/6/2019,12:46,Credit card,182.4705,11.0295,7.8
201-86-2184,B,Member,Female,Electronic accessories,26.26,7,9.191,193.011,2/2/2019,19:40,Cash,173.34226,10.47774,9.9
261-12-8671,B,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,1/25/2019,19:39,Credit card,114.72672,7.19328,4.9
730-70-9830,C,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,3/14/2019,17:54,Ewallet,400.88898,19.77102,5.2
382-25-8917,C,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,1/29/2019,12:25,Cash,237.58368,14.89632,8.9
422-29-8786,A,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,1/3/2019,16:47,Credit card,319.68385,15.76615,9.1
667-23-5919,A,Member,Female,Fashion accessories,96.7,5,24.175,507.675,1/14/2019,12:52,Ewallet,454.9735,28.5265,7
843-01-4703,B,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,1/5/2019,19:50,Credit card,303.45426,14.96574,9.6
743-88-1662,C,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2/22/2019,18:17,Ewallet,660.40884,8.02116,8.7
595-86-2894,C,Member,Male,Fashion accessories,96.98,4,19.396,407.316,2/6/2019,17:20,Ewallet,365.03272,22.88728,9.4
182-69-8360,B,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,1/30/2019,13:32,Credit card,89.2078,5.3922,4
289-15-7034,A,Member,Male,Sports and travel,82.33,4,16.466,345.786,1/11/2019,10:37,Credit card,325.36816,3.95184,7.5
462-78-5240,C,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,3/19/2019,14:35,Cash,50.18646,3.03354,4.2
868-52-7573,B,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,1/14/2019,12:09,Cash,490.97325,7.47675,9.9
153-58-4872,C,Member,Female,Food and beverages,74.89,4,14.978,314.538,3/1/2019,15:32,Ewallet,295.0666,4.4934,4.2
662-72-2873,A,Normal,Female,Food and beverages,40.94,5,10.235,214.935,1/6/2019,13:58,Ewallet,201.6295,3.0705,9.9
525-88-7307,B,Member,Male,Sports and travel,75.82,1,3.791,79.611,1/31/2019,13:19,Cash,74.91016,0.90984,5.8
689-16-9784,C,Normal,Male,Food and beverages,46.77,6,14.031,294.651,3/11/2019,13:37,Cash,276.4107,4.2093,6
725-56-0833,A,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2/20/2019,16:49,Credit card,293.1424,30.0576,10
394-41-0748,C,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,1/27/2019,14:55,Ewallet,457.91883,28.71117,9.5
596-42-3999,B,Normal,Male,Food and beverages,18.22,7,6.377,133.917,3/10/2019,14:04,Credit card,125.6269,1.9131,6.6
541-89-9860,C,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2/15/2019,12:31,Cash,227.19504,14.24496,8.1
173-82-9529,B,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,1/26/2019,14:51,Cash,357.1095,22.3905,9.7
563-36-9814,A,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2/13/2019,18:27,Ewallet,72.44126,4.37874,7.2
308-47-4913,A,Member,Female,Sports and travel,52.26,10,26.13,548.73,3/9/2019,12:45,Credit card,516.3288,6.2712,6.2
885-17-6250,A,Normal,Female,Health and beauty,79.74,1,3.987,83.727,3/6/2019,10:36,Ewallet,72.32418,7.41582,7.3
726-27-2396,A,Normal,Female,Health and beauty,77.5,5,19.375,406.875,1/24/2019,20:36,Ewallet,351.4625,36.0375,4.3
316-01-3952,A,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,3/13/2019,14:16,Ewallet,267.27975,4.07025,4.6
760-54-1821,B,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,3/15/2019,10:26,Cash,116.56143,5.74857,5.8
793-10-3222,B,Member,Female,Health and beauty,41.06,6,12.318,258.678,3/5/2019,13:30,Credit card,223.44852,22.91148,8.3
346-12-3257,B,Member,Male,Electronic accessories,19.24,9,8.658,181.818,3/4/2019,16:28,Cash,163.28988,9.87012,8
110-05-6330,C,Normal,Female,Food and beverages,39.43,6,11.829,248.409,3/25/2019,20:18,Credit card,233.0313,3.5487,9.4
651-61-0874,C,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,3/12/2019,20:04,Credit card,176.19064,8.68936,6.2
236-86-3015,C,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,2/4/2019,13:38,Ewallet,13.32294,0.65706,9.8
831-64-0259,B,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2/22/2019,10:43,Ewallet,187.02375,11.72625,9.6
587-03-7455,C,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,2/16/2019,17:30,Ewallet,644.14273,40.38727,4.9
882-40-4577,A,Member,Male,Sports and travel,67.26,4,13.452,282.492,1/19/2019,15:28,Credit card,265.81152,3.22848,8
732-67-5346,A,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,1/11/2019,19:07,Credit card,67.91575,1.03425,7.8
725-32-9708,B,Member,Female,Fashion accessories,68.71,4,13.742,288.582,1/4/2019,19:01,Cash,258.62444,16.21556,4.1
256-08-8343,A,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,3/4/2019,19:48,Ewallet,215.49236,10.62764,5.5
372-26-1506,C,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,1/28/2019,19:24,Ewallet,112.0731,7.0269,5.4
244-08-0162,B,Normal,Female,Health and beauty,34.21,10,17.105,359.205,1/2/2019,13:00,Cash,310.2847,31.8153,5.1
569-71-4390,B,Normal,Male,Sports and travel,21.87,2,2.187,45.927,1/25/2019,14:29,Ewallet,43.21512,0.52488,6.9
